_H_TT,ZSWJY,58
LbIOZ,OcSAH,38
QLYZR,XPaKM,34
^ULJJ,]aVGH,74
`\HO],aKF[c,19
]DPaF,OcZZD,108
\QHMa,CZEXJ,30
THMWa,BIO]B,6
WS_UH,NXRXY,67
QRXEc,JEDID,12
N[QJQ,CEF^S,3
QLDQK,P]FWA,72
VVJLM,aICQ^,102
SYL`\,cTLCC,114
aH[`Q,]`GaR,66
_Y`EV,YVME],4
E[OLJ,^IR]c,108
LLD^C,aFH\U,24
